campaign_id,run_id,drop_idx,v_true_ul,v_est_ul,d_actual_mm
437,6555,25,52.75860282733301,54.565962366441894,9.88958243058321
333,4995,19,51.41695025259698,49.940428391608386,9.993532745807478
754,11314,18,52.956800463713215,54.210870453397256,10.010101484824844
347,5206,22,50.26172646982581,54.024517976506935,9.82544229200319
161,2417,12,50.19910888286264,49.17343873011821,9.97288959551783
900,13500,2,63.50063968865581,66.93728719954296,9.877682694539192
783,11747,0,53.295108598484646,54.25651530403526,9.947831034791848
989,14838,15,49.84456042074793,48.304414442545315,10.098450691136522
80,1201,25,45.49378234750647,44.6022381005655,10.01585724117232
573,8599,14,54.35411432314311,52.73944486818119,10.028000999653376
663,9949,21,52.59207063653787,51.99805383124755,9.99816979358019
153,2299,4,55.26737589229221,55.96502233399644,10.069113591697267
794,11913,18,52.43115443819665,51.277252642442235,10.030661925271152
204,3060,9,55.41506686574523,53.21314963858267,10.075765264464128
236,3543,25,44.35885579683793,47.71293842639498,9.810239224839446
183,2745,23,48.55881172028304,47.71293842639498,10.014395757615633
301,4519,14,51.89505694500463,51.47807716396567,10.018385128373579
356,5344,24,48.31442534417178,48.156089834601545,9.954286713246296
533,7995,12,50.08309086394737,49.575947835186824,9.933451645895136
878,13173,0,45.27005183928881,46.81352632410966,9.922196688555411
325,4878,20,54.02999965518493,58.01989846824418,9.886284437676675
745,11175,21,47.97567878995875,49.817624114570606,9.838467509282864
778,11674,24,44.85170635398928,47.56717598630167,9.968750830717568
486,7292,6,48.55217638480668,47.48281211123265,10.083722679696654
50,754,9,46.541462758324045,46.81352632410966,9.998432237364957
783,11745,15,47.204865897993926,50.021238130626976,9.799829294570907
161,2417,0,50.77478346339592,50.60162491140206,9.97288959551783
945,14179,7,46.1451493651899,44.13601640845506,10.082340342964796
41,619,20,44.71354373912487,43.6885638917904,10.009829454122992
425,6377,2,49.763203808598,48.072582182985514,10.059051291269224
189,2835,3,50.190402179645126,49.817624114570606,10.136761771091445
510,7650,6,52.62401919094377,50.96501042163603,10.037544743729796
575,8627,12,48.51743508136478,47.589755341614584,9.972965024538947
401,6017,20,50.27553625713583,50.85786607604633,10.078418746342129
253,3795,1,57.35434694568439,56.11506252857393,10.020572256241223
741,11118,24,50.953319375373084,53.21314963858267,9.858012285491954
310,4650,17,48.48756460966058,47.937293569644574,9.974740903485053
410,6150,3,51.91631279631068,49.575947835186824,10.089306017113572
820,12300,22,48.59666340671194,52.10841400775863,9.845528989743121
250,3752,26,51.70817007034328,54.25651530403526,9.944795042569789
723,10849,29,51.33511306544638,51.86319834503887,9.888732815433734
559,8386,0,56.154534855050336,57.16391530946389,9.955611598553835
703,10545,13,49.186866568075445,50.53929058715083,9.93618081776265
336,5041,19,60.188710452286486,59.31811176678388,10.081559398350457
532,7980,21,48.41013346521321,48.94683337897269,9.891508982922556
429,6435,16,53.33188836407027,53.541963230332655,9.945270335798462
647,9706,16,51.56227374046629,51.277252642442235,10.002179503444863
704,10561,3,51.28778968097073,54.565962366441894,9.794393902001941
663,9948,19,52.89153806963143,54.71437378758374,9.941614982054103
503,7549,19,48.63099947513776,47.44388113849758,9.994596877163413
125,1875,14,47.689932863822015,48.75014029988164,9.924275762311265
37,559,10,50.468339356050876,52.10841400775863,9.931387461795323
176,2641,28,51.508881976126986,51.694674680648525,10.028824316122181
215,3227,27,51.240158817365284,50.85786607604633,10.132679332353403
948,14222,7,55.72859709298601,53.75798996468815,10.03680957982719
0,3,7,46.37592169947302,46.75551700441181,10.001906568920047
145,2178,2,50.07092994382571,51.108618694774066,9.97173243500819
89,1335,19,48.47056925045176,47.246691527928725,10.040532203778604
138,2071,1,46.81983060498954,45.111004001590224,9.982803925760452
226,3393,11,50.86398387666096,47.48281211123265,10.082959289068265
243,3649,5,38.91618535100773,41.216230149137225,9.872937841365397
573,8597,23,51.1908705278713,54.00343112351445,9.870605384407769
325,4878,0,43.65595073811145,46.21962588725761,9.886284437676675
319,4786,19,50.61740624791678,49.60859939143891,10.0003965842611
127,1908,7,50.10371113548439,48.072582182985514,10.112147838806466
443,6649,29,52.030159840148485,50.841242236754475,10.125279740211406
219,3288,18,53.17822258755981,50.71919889886353,10.122287310951698
795,11927,4,52.696222287960026,52.04794003235511,10.027693892426875
701,10517,0,54.96459940660621,53.92901207410457,10.063471495876442
481,7217,22,49.270836054913694,50.413047621624386,9.912929730848699
626,9392,15,44.67972745090236,45.967519394089344,9.99406018323741
91,1365,2,48.80511123222499,48.96448672096862,10.086032120850048
280,4203,14,52.46774837515726,53.020115426946624,10.037180480656785
521,7816,27,50.533054893340456,49.39394709625081,9.993353656406104
320,4804,20,51.55759090902915,54.391258244136985,9.861899763576847
489,7338,19,58.05868782746958,54.565962366441894,10.210186604565811
260,3900,16,56.84512988150918,54.41340151632175,10.113631419853252
117,1758,12,48.165635774395376,46.2578397140851,10.176581609102735
434,6510,17,50.75579977940485,50.21964739442305,10.105721190429152
581,8719,23,54.53241484683543,51.86319834503887,10.106057313852817
874,13113,28,47.89461761527879,46.81352632410966,10.11868789105385
189,2838,9,51.75299914380826,52.49808894801558,9.981679462341932
984,14762,10,47.94841898025757,49.39394709625081,9.925794467585671
393,5896,22,47.7500503088275,47.97414006578026,9.895444165639406
691,10365,16,58.55491745613689,57.66688491366387,10.126556179074413
378,5673,1,52.72806039354651,58.995877370685704,9.683097553251347
225,3377,7,49.94890173854631,48.304414442545315,10.147503561243632
681,10218,4,41.20776852892329,41.216230149137225,9.978879783633218
353,5296,13,53.46248515385242,52.57331906165518,10.093505797985905
363,5449,1,48.90425923882914,45.72516038974348,10.251675537598908
669,10039,22,45.55420829025912,43.36621966847794,10.086481132181083
254,3811,21,46.10332231457601,45.44318014908439,9.99926562877161
882,13230,23,50.56009321722014,51.6733161870415,9.92698726724652
268,4023,11,48.81542824110275,46.190301815453424,10.183794830290788
407,6108,12,54.87529920817904,59.9986188808033,9.870026378528642
246,3693,20,51.81574651514511,47.589755341614584,10.29130331228097
402,6031,29,54.34563559622943,52.68454607501718,10.051471719775424
744,11160,3,51.993274408845124,51.47807716396567,10.074889604658061
903,13548,3,41.911687213660656,41.49346843933823,10.073170362205337
72,1081,10,51.29624692748043,51.277252642442235,9.944261101872051
921,13816,14,47.18736460519418,48.22782183349775,9.876118282271916
227,3407,13,49.51101257479219,47.33823120450411,10.12272042742986
259,3885,28,52.71123288702171,54.210870453397256,9.904104073984824
340,5101,16,48.52442747369347,49.575947835186824,9.924359939969406
972,14580,8,50.33684075298618,48.713876869456904,10.041845967914972
569,8535,13,56.38057232596783,56.05134369000536,9.984165042926037
663,9945,7,45.68357084234289,46.81352632410966,9.913572707390442
119,1787,8,51.7269010736374,51.90468890174873,9.932103977177325
102,1531,3,49.738268887197165,52.10841400775863,9.953040781375178
43,648,28,44.32036171883265,45.2221147990152,9.920728865536125
177,2656,16,48.6012965109804,49.17343873011821,10.014682630352475
62,934,4,47.662731151884394,45.708791000737904,10.131892112620898
903,13549,0,52.67517076155685,54.71437378758374,9.888101415050397
0,4,3,52.66746452343563,51.47807716396567,10.051133044044294
831,12468,7,51.15742521070635,50.91650311801912,10.06824974522286
749,11236,7,50.7659273126215,48.53018974477303,10.182089528063326
236,3542,3,44.08403433157205,47.1666124068007,9.688923394363576
177,2658,29,52.12735144296426,49.37719581431253,10.235877010167648
126,1891,21,51.9473426445682,49.413699407572295,10.077354671842404
137,2055,15,49.697590029359546,50.96501042163603,9.980612860348204
590,8853,24,48.47937250940011,47.606277649767634,10.06035578196475
259,3886,3,45.20294391129639,47.834448398042156,9.89210689208471
363,5448,6,49.46149031360629,47.004342093788374,10.135212133124256
39,586,1,53.61430849325829,51.47807716396567,10.088292315222366
984,14762,12,54.49666438181055,53.831901031291046,9.925794467585671
508,7621,16,54.726399621769474,57.278702253746665,9.865746033928456
557,8355,12,37.70772086813515,39.20604550556821,9.909157940925894
434,6510,0,48.42549089399892,46.704952282402196,10.105721190429152
668,10022,22,49.19406376159873,48.304414442545315,10.133009987059411
502,7533,23,45.53626543844453,46.23738672703541,10.008685277571091
940,14100,2,40.07350253593929,44.96096752605991,9.712008249187946
745,11177,23,51.77312710622989,49.60859939143891,10.170538397289022
223,3346,22,51.577839281104865,51.86319834503887,10.068757671991058
357,5359,3,54.55591262903763,54.43056301793513,9.954583182551358
543,8148,0,51.837460579495634,51.02386146712177,10.056925021953072
369,5538,20,47.43859107633799,49.17343873011821,9.944739863033607
35,529,15,44.48542219778736,43.36621966847794,10.039686629651342
534,8012,11,50.42429590272206,50.30816614150962,9.894106093462693
262,3933,7,50.680839684342295,46.21962588725761,10.231202527671567
244,3660,15,42.884318122888374,47.71293842639498,9.692387595047345
433,6496,7,55.019515230590024,57.49900471378509,9.810322287563025
899,13486,1,49.47054132937561,49.6470159612804,9.977901740918224
637,9557,6,57.7221125517967,54.71437378758374,10.075375327737133
243,3646,28,49.64291288155866,50.18037238520646,9.99133182167577
382,5734,14,52.36792131814659,56.26043826605269,9.82336498956084
417,6258,12,44.40764967287668,43.6885638917904,9.98170669992979
579,8685,21,51.15343610790052,48.304414442545315,10.222048521126059
865,12979,29,46.34139688205927,48.304414442545315,9.778843844964305
593,8898,14,41.23074396708934,42.45884812316311,10.00099698412945
490,7351,19,53.67039748895992,53.75798996468815,9.996018946808572
381,5717,28,47.99633900619682,47.71293842639498,9.97875769915301
232,3483,6,51.7149697902055,52.40281113290192,9.963099742450648
455,6828,2,51.062778817213854,50.78555632468842,10.04194538073532
681,10218,25,51.702400221288336,51.6733161870415,9.978879783633218
481,7216,23,50.33197907790036,52.49808894801558,9.86884462197197
275,4126,22,44.564814513856106,45.690050209253094,9.935195721414503
312,4683,14,50.924316437331534,53.363327771097616,9.902752638814917
514,7712,7,44.954134148289796,46.21962588725761,9.864500629953973
909,13636,9,50.49174960576809,49.17343873011821,10.070801279902541
266,3994,5,51.70499424408681,54.024517976506935,9.909605272464326
903,13545,7,41.54708424748024,42.834487238473216,10.020930010878171
963,14445,9,45.445383868042136,45.07785039880039,10.046718774496496
902,13531,7,47.30141059200166,45.44318014908439,10.238667032928875
444,6663,12,53.09243295430053,54.25651530403526,10.043476993403711
999,14986,4,51.74475567581096,53.37978777337861,9.909349209120448
146,2193,13,55.883945842476784,54.858802328501646,9.967237262910562
458,6872,10,56.547158805760375,56.11506252857393,9.95866704586945
727,10908,27,48.58331285867119,45.967519394089344,10.119087656922181
558,8370,12,49.30855473719289,50.30816614150962,9.902865953668679
122,1831,3,49.470387048536494,50.413047621624386,9.898822846067798
883,13247,6,49.770788240167434,51.07060087930232,9.935586610783853
659,9886,4,48.00139895108221,50.18037238520646,9.943725980079245
367,5505,6,50.654435063797955,50.413047621624386,10.124705995261854
494,7413,19,43.743944679047274,42.21335429161499,10.226521792706611
864,12961,25,47.61064856176061,48.6708180532675,10.05358103174876
604,9061,0,59.42462044591043,61.18276831353289,9.92522947240393
567,8506,0,53.29068615971092,56.42114401509585,9.842472676607388
574,8611,2,46.183113593201895,44.104202846675214,10.027438332648014
869,13038,2,43.697136777749066,43.54868599211698,9.945324665191926
410,6152,29,52.049039835484216,51.47807716396567,10.163627925348223
802,12032,18,63.41389696233163,61.88066392536384,10.084655158489507
730,10952,26,50.25490489855781,48.072582182985514,10.116543358623067
464,6964,29,50.612255983134844,51.47807716396567,9.83797867745923
11,168,28,50.36361148614383,49.17343873011821,10.027525676146166
564,8461,16,53.418842397532444,52.30612700392208,10.042057439105617
303,4549,12,56.27011579195976,59.12060434290235,9.927044451206473
293,4396,8,49.3790110345116,51.07060087930232,9.916199962022885
885,13278,1,48.61387942514134,45.40465809958241,10.195784622219369
92,1383,22,48.14992793600293,46.81352632410966,10.05911700236565
687,10306,9,39.167294856440755,42.52805568595667,9.737211148601116
160,2401,9,53.4144643485434,53.041862807900806,10.019653118895391
442,6630,3,50.48450817362313,53.21314963858267,9.81978349722738
366,5492,22,46.64585404798153,49.60859939143891,9.812674583577124
644,9660,3,51.28772481545454,55.65002294957862,9.815177155071972
957,14357,1,52.22733514731796,54.565962366441894,9.943462249777095
73,1097,24,45.73676566842853,45.967519394089344,10.04574526431633
659,9889,22,54.04923942484612,54.210870453397256,10.015408355147175
759,11387,14,45.555126932970516,45.75238314774481,10.04831337984404
399,5986,17,51.97781390933173,50.51649433553813,9.97949149686902
676,10144,22,50.10139675053301,51.07060087930232,10.010091965841193
49,735,21,52.526018789540565,53.58183066222561,9.896881870507757
466,6994,12,45.30643476925754,45.690050209253094,9.980994241540737
854,12811,29,46.84293885969111,45.708791000737904,10.036511652874585
159,2387,12,45.94437447690547,44.44745892793976,10.186956752001107
240,3604,17,53.62764464548468,52.68454607501718,10.04557547430921
997,14959,10,52.37113618174118,53.75798996468815,9.931724982327818
496,7440,29,44.62896652022643,47.1666124068007,9.83787551850665
506,7590,4,50.3047594375591,50.63877735111685,9.987457642590496
966,14491,25,50.83490614589349,51.86319834503887,9.99340464025709
34,511,11,48.08841146107986,46.53972265183674,10.094957861563842
238,3574,13,52.60816568687543,52.68454607501718,10.077298101070241
609,9138,12,45.70810559876941,45.739581697581855,10.11637360828207
37,559,28,56.97872069010578,58.54215799596886,9.931387461795323
676,10141,26,43.07808628843281,44.96096752605991,9.942407966836173
191,2866,3,49.64637566437637,52.68454607501718,9.934489688195393
683,10249,19,51.242545730195495,51.694674680648525,9.916637540390415
507,7608,5,49.937717145653465,49.817624114570606,9.946802578065757
200,3003,16,52.54117836120848,50.09397864972664,10.203477710623643
696,10440,8,52.58433612381551,50.85786607604633,10.099228425699286
563,8448,21,51.62569854915328,49.37719581431253,10.09304147337746
323,4846,4,50.19394455055175,53.020115426946624,9.851479867161729
404,6061,19,48.56210899011671,47.97414006578026,10.052840305077744
856,12842,20,48.601260727214964,52.40281113290192,9.816628370343853
95,1428,5,45.744365108281954,46.2578397140851,9.996285585300434
331,4968,2,48.604886713516585,49.17343873011821,10.02373151396849
770,11550,6,55.227829068110005,51.07060087930232,10.177212812125374
89,1339,27,41.46896499076981,41.539071221431236,9.974001975758526
415,6226,2,43.476776288838565,40.61307544418796,10.124622116235424
518,7771,16,52.75228019415751,52.30612700392208,10.031382547435674
609,9135,3,54.6201893024504,53.40030005230382,10.100463020336182
974,14612,15,52.26706340408032,53.541963230332655,10.024095717815468
359,5385,26,44.961280550964325,44.96096752605991,10.045806794454862
994,14912,20,59.9954883226284,65.44984694978736,9.75660690544142
176,2642,1,49.673338132092425,47.44388113849758,10.15978445073663
469,7038,15,51.62718168778826,48.92592188678369,10.072963983503199
828,12423,24,58.30344788494001,58.34231011007666,10.063496562868503
829,12435,0,54.79855803454309,56.05134369000536,9.98005323671715
161,2419,6,48.9703838265529,49.87368295115478,9.968595264153834
803,12045,3,48.11169449334345,46.23738672703541,10.130589092135809
372,5580,2,51.14142447587275,52.16292071255631,9.964843252046787
444,6664,18,50.72363766491361,48.0254676007305,10.23640844553622
797,11955,23,55.694018820557226,55.50853990821163,9.912068434148368
320,4804,0,49.75872355925455,52.04794003235511,9.861899763576847
78,1170,22,47.14161590056961,44.21099263775617,10.179546857114033
711,10665,22,46.420233826103384,46.88075492991767,9.93859222193731
390,5854,0,45.31888249314373,45.360027049600475,9.954161178579465
923,13847,12,56.620657726804986,52.68454607501718,10.173203749495158
674,10114,17,50.31270852486982,51.47807716396567,9.930504702122345
625,9376,21,51.58950250409663,54.25651530403526,9.914143203170031
831,12467,0,41.91180305870763,41.5071671742687,9.942568646576335
50,751,23,49.04611061085052,48.304414442545315,10.088778359952665
172,2582,5,51.7666499615703,51.47807716396567,9.97990747801387
973,14598,24,47.93249109150122,47.97414006578026,9.975883260603622
524,7862,27,43.48550274834605,44.3561196241717,9.928521608220324
861,12918,11,50.78391325967946,48.96448672096862,10.107700332199611
576,8641,15,55.28091333851181,58.01989846824418,9.848449761318065
447,6709,7,47.98846281678116,46.93863239860943,9.96789802508193
981,14718,11,46.57648210014121,48.156089834601545,9.935218272865592
373,5599,6,45.818107640995215,44.89020001409446,10.0366437676876
49,736,15,48.28147967429665,48.22782183349775,10.019930167218737
219,3286,28,54.5912890761242,54.735246513879986,9.995731683898276
90,1350,5,44.73648561067071,45.967519394089344,9.874983460581149
622,9332,12,49.27539810425683,47.589755341614584,10.207290023620413
955,14325,12,45.17096673571665,45.111004001590224,10.125868543727597
575,8626,26,49.53028855242225,48.53018974477303,10.041387553126176
21,319,18,50.57448898672309,49.17343873011821,10.076726097114259
733,10995,21,49.13137844174884,53.041862807900806,9.849172251818905
557,8355,24,51.96813508299662,52.615254703706356,9.909157940925894
222,3333,21,47.41491685412712,50.63877735111685,9.923221753969178
600,9000,10,48.34377240952089,48.53018974477303,10.036199030629387
964,14462,8,48.82784951475905,48.96448672096862,10.003827833946094
391,5868,20,57.025703616471006,57.278702253746665,10.091202133499825
374,5614,23,46.85005659198742,49.87368295115478,9.855620618220268
785,11777,3,54.39458745149519,53.05920619614755,10.107161924751283
580,8702,24,55.70392971438651,55.78754353724145,10.045158756431167
376,5640,24,50.033681289464035,49.575947835186824,10.078312611136322
700,10501,21,52.75021623508875,52.68454607501718,9.930419975446416
583,8746,22,44.52858219609159,43.034336779674426,10.209640650588009
381,5715,14,52.80660423702648,52.865730828546276,10.024339008918302
707,10608,19,51.69373019145387,51.86319834503887,9.986756345627937
298,4474,15,46.734040212050076,46.23738672703541,10.021000557067193
815,12229,28,53.28031191401218,54.735246513879986,9.906863172443577
590,8850,12,49.021792222198606,46.49995644266512,10.084876024819437
950,14252,11,48.92941089352405,48.96448672096862,9.997659637917796
978,14672,22,55.47843162465161,56.799385066359285,9.931451409519955
207,3105,16,47.66133177257479,49.413699407572295,9.941768047880409
349,5235,13,51.48906604449741,48.713876869456904,10.141879597673803
449,6739,22,46.02307008398077,46.704952282402196,9.958486217582173
246,3694,2,40.43254446025249,39.46507156810209,10.068279217538311
578,8673,2,47.04546765790577,47.33823120450411,9.98520818306196
759,11387,0,51.17334115291165,51.47807716396567,10.04831337984404
614,9214,9,43.9055199868637,44.77258382940327,9.940798949070482
277,4157,14,47.758453693784666,47.3890960617658,10.037323431377208
410,6153,23,52.03643758125771,54.210870453397256,9.847467794348567
915,13729,7,55.58771844139977,57.54164921492615,10.02167024373131
41,617,16,50.80818002974252,48.22782183349775,10.103098127831627
54,810,12,55.058855049197675,57.41232281173469,9.827296630681971
202,3034,10,52.15180295431732,50.32439632725663,10.046972370201448
745,11175,13,50.61496931736723,53.92901207410457,9.838467509282864
629,9437,7,49.61890877162836,47.004342093788374,10.168443815438042
93,1396,13,49.67057623004364,50.63877735111685,9.900266571400328
685,10277,28,49.06266697827301,47.937293569644574,10.046196506302952
114,1713,3,49.61844534198255,55.05853078200474,9.795064979632663
835,12527,9,49.99791797890285,51.47807716396567,10.012647331067624
513,7699,27,41.540506195021266,43.6885638917904,9.843412085899184
714,10712,18,50.12738360338728,47.8060065505672,10.132173597564494
123,1847,5,43.93169609025015,43.242903477985436,10.023574277238092
3,45,25,52.50695689186684,54.1494301073915,9.879122957743379
690,10353,6,53.97217877009586,55.36292107709943,10.025035329624888
566,8491,24,43.343253694026785,43.846284187064576,9.97007610002045
615,9228,14,52.79297937953442,51.90468890174873,10.011123610537593
103,1547,4,54.37913584053512,56.30114769882032,9.85263961682777
682,10232,19,48.02537886566199,46.2578397140851,10.042025128471161
762,11432,5,45.436018404864946,45.170412691067845,9.942752028340898
62,930,24,51.09364382562552,53.92901207410457,9.96237326638347
652,9782,5,55.924470280648876,53.40030005230382,10.158806968730975
544,8161,19,46.02520584269886,45.50631028150934,9.96292201803866
395,5926,29,52.33906093654288,49.413699407572295,10.150071607480937
585,8778,25,44.798260736945586,44.69307766148222,10.070548800704456
53,798,2,45.42806332701963,43.42378543929016,10.166727820157007
832,12483,11,49.64926166363211,50.18037238520646,9.927765621609197
306,4592,28,48.27853375297344,49.17343873011821,9.915708519583223
389,5837,14,48.26781923645231,49.413699407572295,10.01678875054393
277,4159,13,51.935796387039204,48.807838457780214,10.22156281667084
149,2237,28,52.157517248254216,48.92592188678369,10.095087725124024
796,11942,5,42.63078730983268,45.967519394089344,9.841944825665012
139,2087,26,49.02700439510754,49.87368295115478,10.030706868871544
446,6691,1,51.01356121144508,51.86319834503887,10.075488649425523
532,7981,21,50.1510595713735,48.713876869456904,10.035495045585836
693,10397,11,55.99393863448766,52.865730828546276,10.077160308291644
333,4997,7,49.909727127326306,49.413699407572295,10.073264780232215
564,8462,27,46.07178356943176,45.708791000737904,10.11049842395857
627,9406,4,45.44603689617183,44.13601640845506,10.188370114229299
661,9919,5,44.57049277539603,44.30620651600063,10.02936104524324
28,422,15,54.30262249589972,54.565962366441894,10.019425605187493
33,496,12,48.855743216965166,48.57780466645336,10.02059429251412
843,12646,19,43.9943449424934,48.22782183349775,9.830195266469264
283,4248,24,48.96916606363116,50.413047621624386,9.896839747807116
363,5447,22,49.17841051927786,49.17343873011821,9.960024790246894
237,3555,14,47.55531038514516,48.304414442545315,9.948559174795369
127,1909,29,54.593165544236186,55.921265477234265,10.022132463704295
473,7099,4,44.35324311777333,45.708791000737904,9.946048474909459
311,4668,6,49.135926503073485,51.108618694774066,9.91320854006757
879,13189,10,46.022941812324305,43.210226222331904,10.19572840508712
965,14479,15,48.673127642282445,45.023011170754174,10.191431646362929
101,1516,13,52.68004439723194,51.90468890174873,10.016850727585345
13,195,27,50.53834314546158,49.6470159612804,9.990802286231542
513,7696,18,48.999932408176846,47.834448398042156,10.033490622624834
593,8895,19,50.35946835436045,52.49808894801558,9.9225339950007
344,5164,16,49.45120308535504,48.53018974477303,10.009307994882267
167,2509,17,47.85448572965171,50.63877735111685,9.911369282434322
694,10412,19,54.04397326163331,53.75798996468815,10.108583515573155
525,7878,21,47.40290343505206,52.10841400775863,9.760361643534099
292,4380,7,51.75290927586494,52.30612700392208,9.969623239883324
758,11374,4,53.797219422314704,53.792598111671964,9.96130110896441
870,13054,3,47.72343540558654,46.49995644266512,9.944549023606358
66,993,0,49.78081872292867,49.37719581431253,10.068775882653366
459,6885,21,40.8721170439892,41.55779938671352,10.028581711148359
302,4531,7,49.84860615249152,49.413699407572295,9.995783399040839
492,7382,1,50.91855322071249,51.47807716396567,9.975744451156997
507,7606,10,48.94328044231765,47.33823120450411,10.097759841083706
85,1279,13,48.186056467112095,52.30612700392208,9.820974428401849
636,9543,9,45.38627699385191,43.13296394557682,10.137230693344742
612,9180,24,56.62623041757312,56.53803861335696,9.962926030898508
950,14251,12,46.847836279727744,44.41818508106863,10.094229009364474
245,3675,11,54.27543959653416,55.05853078200474,9.906553623500558
443,6645,5,44.22782510854185,44.41818508106863,9.996647423252623
405,6076,17,49.4188939149947,48.92592188678369,10.046682880227397
275,4127,12,54.490577087561356,55.05853078200474,9.902480695935498
383,5747,23,52.82538808086471,50.71919889886353,10.100345412466453
800,12003,1,49.80228797110117,48.94683337897269,9.999770978996827
705,10579,11,44.864877858044004,43.969217622648124,10.076140732066618
831,12469,10,44.86152158318535,43.846284187064576,10.016799514629822
382,5734,2,46.71017160149275,49.413699407572295,9.82336498956084
700,10503,7,47.78128383198357,45.34353449356896,10.218429100486047
322,4832,25,53.71090185628468,58.237990829565106,9.808436916577769
756,11341,5,53.51099451600599,54.698083283387156,9.93121665840466
556,8344,9,49.77446464638174,48.47430085612692,10.106671345047666
377,5657,3,53.3882836972608,51.47807716396567,10.13117069020514
928,13924,9,50.94720984403938,50.91650311801912,9.97731480397122
121,1817,5,52.72108673333034,57.70775442661132,9.766826343832918
466,6993,1,48.21683979970969,46.21962588725761,10.071786686241884
471,7065,5,51.37440165306812,50.21964739442305,9.974223107621464
5,76,3,50.297474800887436,51.86319834503887,9.956203253262299
132,1983,25,46.296213736449516,49.413699407572295,9.957785918777763
1,17,3,46.800512965036,48.40777620733169,9.890590046032798
741,11119,15,43.435270304584,41.216230149137225,10.282169585710955
979,14689,22,52.709883309082045,51.86319834503887,9.936345237658106
428,6423,20,47.691998859585546,49.36280991681699,9.949770509213616
41,615,27,46.98286895016201,47.834448398042156,9.899997140824588
891,13366,21,44.82584415786111,41.82085965388765,10.19476849526565
591,8868,18,46.514812895869255,47.71293842639498,9.921467272894791
755,11327,19,51.557599204637754,52.30612700392208,9.96272357048568
155,2328,19,49.69993144841017,50.63877735111685,9.970181098940103
692,10380,17,48.80006423819352,51.277252642442235,9.888333064671643
26,393,1,47.92369824561418,49.39394709625081,9.958957872120742
